x	y	Cell_class	Neuron_cluster_ID	z	bregma
2003x510	2002.90582	509.7206495	Endothelial 1		PVH	-0.19
2003x473	2002.608762	472.5608422	OD Immature 1		PVH	-0.19
2003x499	2003.369964	499.0878213	Inhibitory	I-15	PVH	-0.19
2011x367	2010.975223	366.7126144	Astrocyte		PVH	-0.19
2013x426	2012.50208	426.2654673	Inhibitory	I-16	PVH	-0.19
2018x485	2017.584895	485.1959253	Inhibitory	I-25	PVH	-0.19
2014x390	2013.620325	390.1123983	Excitatory	E-23	PVH	-0.19
2020x339	2020.301593	339.323427	Endothelial 1		PVH	-0.19
2034x371	2034.051909	370.9475592	Astrocyte		PVH	-0.19
2039x510	2039.328647	510.0565552	Endothelial 3		V3	-0.19
2046x494	2046.145841	493.743745	Astrocyte		V3	-0.19
2054x377	2054.012462	377.4643728	Astrocyte		V3	-0.19
2055x369	2054.935889	369.1255723	Ependymal		V3	-0.19
2054x334	2054.202465	334.2286157	Ependymal		V3	-0.19
2055x389	2054.616469	389.2300144	Ependymal		V3	-0.19
2056x343	2055.959429	343.4053447	Ependymal		V3	-0.19
2056x359	2056.382486	359.1363627	Ependymal		V3	-0.19
2059x439	2059.413006	439.2375207	Ependymal		V3	-0.19
2060x468	2059.858773	468.3160143	Ependymal		V3	-0.19
2057x401	2057.190468	400.6394691	Ependymal		V3	-0.19
2062x500	2061.966321	499.6099134	Ependymal		V3	-0.19
2064x458	2064.183824	458.1699132	Ependymal		V3	-0.19
2067x515	2066.995227	514.7494239	Ependymal		V3	-0.19
2065x479	2065.150457	478.7047988	Ependymal		V3	-0.19
2066x508	2065.588597	507.8308418	Ependymal		V3	-0.19
2072x365	2071.883753	364.8874529	Ependymal		V3	-0.19
2073x371	2072.579323	370.5744363	Ependymal		V3	-0.19
2074x357	2073.703397	357.3094416	Ependymal		V3	-0.19
2079x408	2078.928784	408.4634	Ependymal		V3	-0.19
2080x355	2079.887409	355.0187676	Ependymal		V3	-0.19
2081x390	2081.068681	390.2409884	Ependymal		V3	-0.19
2085x420	2084.789101	419.7823084	Ependymal		V3	-0.19
2081x376	2081.395567	375.6112268	Ependymal		V3	-0.19
2082x447	2081.823665	447.3465061	Ependymal		V3	-0.19
2084x369	2083.59957	368.679378	Ependymal		V3	-0.19
2085x456	2084.515465	456.0206028	Ependymal		V3	-0.19
2089x479	2089.179525	478.8556674	Ependymal		V3	-0.19
2091x448	2091.206792	447.9233246	Ependymal		V3	-0.19
2090x465	2090.310797	464.8340949	Ependymal		V3	-0.19
2094x439	2093.586647	438.9729634	Ependymal		V3	-0.19
2101x405	2100.823417	405.1416924	Astrocyte		PVH	-0.19
2101x503	2101.273682	503.1845599	Ependymal		V3	-0.19
2100x486	2099.931185	485.7784766	Ependymal		V3	-0.19
2116x467	2115.795382	467.1138313	Excitatory	E-23	PVH	-0.19
2115x406	2115.27577	406.2267171	Astrocyte		PVH	-0.19
2130x432	2129.790852	432.106108	Endothelial 1		PVH	-0.19
2131x343	2131.177005	343.0526449	Astrocyte		PVH	-0.19
2071x389	2070.579041	389.2184623	Ependymal		V3	-0.19
2074x335	2074.378941	335.4138506	Ependymal		V3	-0.19
2077x344	2077.138655	344.2207216	Ependymal		V3	-0.19
2084x440	2084.043547	440.4480143	Ependymal		V3	-0.19
2084x433	2084.245635	432.6051316	Ependymal		V3	-0.19
2023x440	2022.807343	439.8551269	Excitatory	E-23	PVH	-0.19
2058x461	2057.953986	461.1327434	Ependymal		V3	-0.19
2064x519	2064.026398	519.3038109	Ependymal		V3	-0.19
1955x345	1954.606337	344.869544	Inhibitory	I-1	PVH	-0.19
1958x430	1957.735311	429.9578756	Inhibitory	I-14	PVH	-0.19
2019x352	2018.741807	352.1544464	Astrocyte		PVH	-0.19
1950x689	1950.294109	689.1398681	Endothelial 1		PVT	-0.19
1955x640	1954.688274	639.7519081	Microglia		PVT	-0.19
1963x664	1963.008494	663.7780765	Excitatory	E-14	PVT	-0.19
1968x690	1967.933281	690.1521712	Excitatory	E-9	PVT	-0.19
1972x703	1971.752955	702.9899991	Excitatory	E-14	PVT	-0.19
1976x545	1975.694105	545.4163352	Inhibitory	I-16	PVH	-0.19
1984x549	1984.059243	549.2097931	Inhibitory	I-13	PVH	-0.19
1989x688	1989.027561	688.1326141	Endothelial 1		PVT	-0.19
1994x599	1994.279706	599.4861122	Astrocyte		PVT	-0.19
1994x643	1993.849547	642.8478492	Excitatory	E-14	PVT	-0.19
1995x632	1995.259768	632.4476072	Excitatory	E-14	PVT	-0.19
2000x573	1999.539362	573.3718993	OD Immature 2		PVH	-0.19
2002x657	2002.122259	656.640856	Excitatory	E-14	PVT	-0.19
2008x708	2008.36574	707.9346232	Excitatory	E-14	PVT	-0.19
2015x542	2014.584148	542.3033515	Astrocyte		PVH	-0.19
2017x597	2017.460393	597.4833112	Excitatory	E-14	PVT	-0.19
2024x674	2024.083855	674.0649081	Endothelial 1		PVT	-0.19
2025x624	2025.029759	624.1113962	Astrocyte		PVT	-0.19
2024x649	2024.283111	649.4162115	Excitatory	E-14	PVT	-0.19
2028x710	2028.394533	710.2572537	Astrocyte		PVT	-0.19
2035x540	2035.185816	540.2152502	Ependymal		V3	-0.19
2039x548	2038.797941	547.6977635	Ependymal		V3	-0.19
2037x567	2037.495156	567.21972	Ependymal		V3	-0.19
2041x609	2040.587389	608.5197668	Ependymal		V3	-0.19
2044x541	2043.758514	540.9092366	Ependymal		V3	-0.19
2043x561	2042.835153	560.5337875	Ependymal		V3	-0.19
2044x650	2044.08946	650.3478418	Ependymal		V3	-0.19
2046x547	2046.260408	546.7739798	Ependymal		V3	-0.19
2049x613	2049.328716	612.6621508	Ependymal		V3	-0.19
2050x663	2050.212601	662.9033388	Ependymal		V3	-0.19
2053x640	2052.841966	640.2295327	Ependymal		V3	-0.19
2050x570	2049.589381	570.1122976	Ependymal		V3	-0.19
2054x589	2053.884304	589.0070698	Ependymal		V3	-0.19
2053x578	2053.471603	578.1835594	Ependymal		V3	-0.19
2055x714	2054.994777	713.8468979	Endothelial 1		PVT	-0.19
2058x617	2058.31384	617.2964268	Ependymal		V3	-0.19
2059x681	2059.154079	681.1801225	Microglia		PVT	-0.19
2063x613	2062.727563	612.6496581	Ependymal		V3	-0.19
2066x581	2066.220103	581.2509857	OD Immature 1		V3	-0.19
2067x588	2066.994913	588.3743762	OD Immature 1		V3	-0.19
2072x596	2071.972909	596.328989	Ependymal		V3	-0.19
2080x624	2080.49533	624.1513663	Ependymal		V3	-0.19
2077x650	2077.456364	650.1587761	Ependymal		V3	-0.19
2083x612	2083.241942	611.9072091	Ependymal		V3	-0.19
2086x594	2085.890326	593.9234492	Ependymal		V3	-0.19
2093x706	2092.529753	705.7243009	Astrocyte		PVT	-0.19
2096x586	2096.039663	585.90615	Ependymal		V3	-0.19
2095x571	2094.916332	571.3597802	Ependymal		V3	-0.19
2100x686	2099.989914	685.9953564	Astrocyte		PVT	-0.19
2099x563	2098.936658	562.6884041	Ependymal		V3	-0.19
2106x583	2105.818048	582.8204852	Ependymal		V3	-0.19
2113x655	2113.356752	655.3997601	Astrocyte		PVT	-0.19
2129x574	2128.731977	573.9973156	Microglia		PVT	-0.19
1960x588	1960.457483	587.9723735	Astrocyte		PVT	-0.19
1960x566	1959.553903	566.3732053	Astrocyte		PVH	-0.19
1979x663	1978.726582	663.3343981	Excitatory	E-14	PVT	-0.19
2042x601	2041.902177	600.6546616	Ependymal		V3	-0.19
2040x594	2039.660319	594.3610269	Ependymal		V3	-0.19
2041x580	2040.890895	580.2300299	Ependymal		V3	-0.19
2108x555	2108.401145	555.3769555	Ependymal		V3	-0.19
2110x548	2110.281763	547.869863	Ependymal		V3	-0.19
2004x678	2004.293646	678.1857969	Excitatory	E-14	PVT	-0.19
2011x567	2011.343029	566.7545928	Excitatory	E-14	PVH	-0.19
2057x668	2057.051036	668.2800925	Ependymal		V3	-0.19
2062x663	2062.194782	663.0554518	Ependymal		V3	-0.19
2081x706	2081.11248	706.4045133	Astrocyte		PVT	-0.19
2101x548	2100.983556	548.3699546	Ependymal		V3	-0.19
2099x556	2098.546459	555.7319061	Ependymal		V3	-0.19
2113x622	2112.860079	621.7726161	Inhibitory	I-1	PVT	-0.19
2121x684	2121.164313	683.8850135	Inhibitory	I-1	PVT	-0.19
2030x636	2030.263702	635.6856813	Astrocyte		PVT	-0.19
1973x638	1973.188282	637.7142869	Excitatory	E-14	PVT	-0.19
1985x643	1985.196792	642.8456466	Excitatory	E-14	PVT	-0.19
1988x574	1988.020195	573.7575117	Astrocyte		PVH	-0.19
2042x657	2041.902475	657.3037657	Astrocyte		V3	-0.19
2057x610	2056.907734	609.8687983	Ependymal		V3	-0.19
2078x598	2077.762043	597.7641167	Astrocyte		V3	-0.19
1952x901	1952.295514	900.9703443	Endothelial 1		PVT	-0.19
1958x906	1958.227126	906.2601718	Microglia		PVT	-0.19
1965x916	1965.220844	916.2948337	Astrocyte		PVT	-0.19
1969x900	1969.435801	899.9398714	Excitatory	E-14	PVT	-0.19
1975x834	1975.079837	834.3015334	Excitatory	E-9	PVT	-0.19
1976x734	1976.3275	734.2066652	Astrocyte		PVT	-0.19
1979x762	1978.896694	761.7552632	Endothelial 1		PVT	-0.19
1979x792	1978.614838	792.1132098	Excitatory	E-14	PVT	-0.19
1986x852	1986.118874	851.7185685	Endothelial 1		PVT	-0.19
1988x854	1988.447388	853.8049228	Endothelial 1		PVT	-0.19
1990x867	1990.024811	866.9000516	Astrocyte		PVT	-0.19
1997x842	1997.066438	842.3484499	Excitatory	E-14	PVT	-0.19
2000x748	1999.539943	748.4691573	Astrocyte		PVT	-0.19
2010x824	2009.628099	824.3418811	Excitatory	E-14	PVT	-0.19
2009x776	2009.423696	776.4314816	Endothelial 1		PVT	-0.19
2021x826	2020.955553	825.9334301	Excitatory	E-9	PVT	-0.19
2020x817	2020.184405	816.8995902	Excitatory	E-14	PVT	-0.19
2019x742	2018.894715	742.0459117	Excitatory	E-14	PVT	-0.19
2032x918	2031.921909	917.7688921	Excitatory	E-14	PVT	-0.19
2034x875	2033.696586	874.8450068	Endothelial 1		PVT	-0.19
2038x792	2038.453595	792.0937673	Astrocyte		PVT	-0.19
2046x901	2046.452137	900.6498796	Excitatory	E-14	PVT	-0.19
2049x831	2048.988886	831.2968646	Excitatory	E-14	PVT	-0.19
2051x763	2051.357455	762.855237	Endothelial 1		PVT	-0.19
2050x861	2050.140437	860.5959732	Endothelial 1		PVT	-0.19
2055x783	2054.628987	783.0825007	Astrocyte		PVT	-0.19
2060x832	2059.945882	832.2959231	OD Mature 2		PVT	-0.19
2058x732	2057.999775	731.9267743	Astrocyte		PVT	-0.19
2061x804	2060.539486	804.3252651	Astrocyte		PVT	-0.19
2063x747	2063.101492	746.7405507	Astrocyte		PVT	-0.19
2068x863	2068.446169	863.0839813	Excitatory	E-9	PVT	-0.19
2084x735	2084.475986	735.23493	Excitatory	E-14	PVT	-0.19
2090x836	2089.506889	835.8060831	Astrocyte		PVT	-0.19
2093x853	2092.712946	852.6650936	Astrocyte		PVT	-0.19
2093x794	2093.069205	793.7054159	Inhibitory	I-1	PVT	-0.19
2094x816	2093.94467	816.1334098	Excitatory	E-14	PVT	-0.19
2097x735	2096.687408	734.7169524	Astrocyte		PVT	-0.19
2097x916	2097.251044	915.958974	Endothelial 1		PVT	-0.19
2105x773	2104.972363	773.4459201	Endothelial 1		PVT	-0.19
2105x913	2104.984926	912.551906	Excitatory	E-14	PVT	-0.19
2108x814	2107.977612	813.8101779	Astrocyte		PVT	-0.19
2114x859	2114.017313	858.6980528	Astrocyte		PVT	-0.19
2116x832	2116.012492	831.7315043	Endothelial 1		PVT	-0.19
2118x849	2118.105605	848.8257347	Endothelial 1		PVT	-0.19
2127x762	2127.22711	762.0532672	Astrocyte		PVT	-0.19
2133x822	2132.894879	821.9075665	Excitatory	E-14	PVT	-0.19
1963x827	1963.222653	827.3959195	Excitatory	E-14	PVT	-0.19
2081x858	2080.643567	857.5806686	Astrocyte		PVT	-0.19
1964x792	1964.286245	791.6670457	Excitatory	E-14	PVT	-0.19
1992x788	1991.561954	787.9690697	Astrocyte		PVT	-0.19
2001x822	2001.023101	821.5331542	Excitatory	E-14	PVT	-0.19
2006x910	2005.932949	909.9391958	Astrocyte		PVT	-0.19
2077x785	2076.560394	784.9813551	Astrocyte		PVT	-0.19
2101x840	2101.104743	839.5854665	Astrocyte		PVT	-0.19
2121x839	2120.734833	838.9852942	Excitatory	E-14	PVT	-0.19
1968x806	1967.824439	806.2000434	Excitatory	E-9	PVT	-0.19
1971x810	1971.285848	810.2104817	Inhibitory	I-1	PVT	-0.19
2053x807	2052.740195	806.6973791	Excitatory	E-14	PVT	-0.19
2105x890	2105.499485	890.4450406	Excitatory	E-14	PVT	-0.19
1958x850	1958.34549	850.2839695	Excitatory	E-14	PVT	-0.19
2000x797	2000.048542	796.9833509	Excitatory	E-14	PVT	-0.19
2019x871	2018.566671	871.2505148	Endothelial 3		PVT	-0.19
2034x773	2033.673552	772.594052	Astrocyte		PVT	-0.19
2031x791	2030.836502	791.2699466	Excitatory	E-14	PVT	-0.19
2069x876	2068.503448	875.8434654	Excitatory	E-9	PVT	-0.19
2069x838	2068.919953	838.1730289	Astrocyte		PVT	-0.19
2080x871	2079.516578	870.6713829	Excitatory	E-14	PVT	-0.19
2098x762	2097.546841	761.8946068	OD Immature 1		PVT	-0.19
2152x866	2152.420403	865.8898341	Excitatory	E-9	PVT	-0.19
2158x898	2157.709889	898.3279011	Excitatory	E-14	PVT	-0.19
2165x878	2164.96719	878.2145027	Excitatory	E-14	PVT	-0.19
2170x817	2169.895967	817.4034598	Astrocyte		PVT	-0.19
2174x750	2173.726239	750.30726	Excitatory	E-14	PVT	-0.19
2176x916	2175.619984	916.0958572	Astrocyte		PVT	-0.19
2179x851	2178.997508	850.9123752	Excitatory	E-14	PVT	-0.19
2188x882	2188.436895	881.5333752	Endothelial 3		PVT	-0.19
2195x810	2195.146197	810.1722589	Excitatory	E-9	PVT	-0.19
2196x753	2196.361742	753.165118	Astrocyte		PVT	-0.19
2201x840	2201.272424	840.4469045	Astrocyte		PVT	-0.19
2202x775	2201.623242	774.81776	Excitatory	E-14	PVT	-0.19
2204x825	2203.742225	825.0688595	Excitatory	E-14	PVT	-0.19
2209x766	2209.42399	765.8753234	Excitatory	E-14	PVT	-0.19
2218x877	2217.526643	876.6685719	Excitatory	E-14	PVT	-0.19
2226x878	2226.206654	878.0599105	OD Immature 1		PVT	-0.19
2231x769	2230.704794	769.1187122	Astrocyte		PVT	-0.19
2233x751	2233.102658	750.638319	OD Immature 1		PVT	-0.19
2234x835	2233.895619	834.8075	Excitatory	E-14	PVT	-0.19
2240x843	2239.752673	842.6301712	Astrocyte		PVT	-0.19
2250x756	2250.267176	755.5355347	Excitatory	E-9	PVT	-0.19
2251x905	2251.053804	905.1650438	Pericytes		PVT	-0.19
2263x748	2262.784535	748.1459591	Excitatory	E-2	PVT	-0.19
2265x802	2265.078283	801.5416374	Endothelial 1		PVT	-0.19
2265x814	2264.678192	813.646855	Endothelial 1		PVT	-0.19
2273x872	2273.453082	871.8875648	Excitatory	E-14	PVT	-0.19
2276x781	2275.916073	780.9015164	Astrocyte		PVT	-0.19
2278x741	2278.46194	740.6443366	Excitatory	E-14	PVT	-0.19
2282x875	2281.955425	874.8436502	Excitatory	E-14	PVT	-0.19
2288x812	2287.525958	812.3481513	Astrocyte		PVT	-0.19
2294x849	2293.800858	848.9838775	Endothelial 3		PVT	-0.19
2323x757	2323.114637	757.3900569	Excitatory	E-14	PVT	-0.19
2326x819	2325.508159	818.915717	Excitatory	E-14	PVT	-0.19
2184x779	2183.691301	778.6707619	Excitatory	E-14	PVT	-0.19
2191x907	2190.511016	906.8335087	Endothelial 1		PVT	-0.19
2199x890	2198.794968	890.0975245	Microglia		PVT	-0.19
2217x788	2216.601146	787.5255648	Endothelial 3		PVT	-0.19
2254x810	2254.487029	810.3488334	Endothelial 2		PVT	-0.19
2267x885	2267.34613	884.908634	Astrocyte		PVT	-0.19
2292x912	2291.641667	911.5472385	OD Mature 2		PVT	-0.19
2304x778	2303.559484	778.3582426	Endothelial 1		PVT	-0.19
2311x858	2310.71143	857.8893076	Pericytes		PVT	-0.19
2314x866	2314.184136	865.6486371	Pericytes		PVT	-0.19
2204x848	2203.725117	848.3381299	Endothelial 1		PVT	-0.19
2232x737	2232.378698	736.677886	Excitatory	E-14	PVT	-0.19
2243x800	2242.973498	800.4008717	Astrocyte		PVT	-0.19
2290x917	2289.728251	916.9328934	Astrocyte		PVT	-0.19
2292x844	2291.837612	844.3823218	Inhibitory	I-1	PVT	-0.19
2298x744	2297.716254	744.3164241	Inhibitory	I-1	PVT	-0.19
2158x855	2158.44073	854.5338225	Astrocyte		PVT	-0.19
2160x833	2160.481119	832.8386903	Excitatory	E-14	PVT	-0.19
2166x848	2166.031093	847.6400486	Excitatory	E-14	PVT	-0.19
2185x791	2185.178864	791.3439169	Excitatory	E-9	PVT	-0.19
2200x863	2199.892064	862.7351878	Astrocyte		PVT	-0.19
2247x736	2246.710235	735.6987277	Excitatory	E-9	PVT	-0.19
2245x899	2245.305928	899.278105	Astrocyte		PVT	-0.19
2264x831	2264.310733	831.2062805	Excitatory	E-14	PVT	-0.19
2304x886	2303.850052	886.2870061	Excitatory	E-14	PVT	-0.19
2304x916	2304.377062	916.1225586	Excitatory	E-9	PVT	-0.19
2319x870	2318.916922	869.639921	Endothelial 2		PVT	-0.19
2326x766	2326.007411	765.7562255	Endothelial 3		PVT	-0.19
2152x654	2152.023409	654.4520877	Excitatory	E-14	PVT	-0.19
2154x585	2154.371083	584.8936952	Astrocyte		PVT	-0.19
2174x537	2174.454989	536.5160319	Inhibitory	I-25	PVH	-0.19
2175x693	2175.488867	693.0570427	Excitatory	E-14	PVT	-0.19
2181x585	2180.804587	584.644742	Inhibitory	I-8	PVT	-0.19
2187x653	2187.053711	653.2098505	Excitatory	E-14	PVT	-0.19
2194x707	2193.626092	707.4345861	Excitatory	E-14	PVT	-0.19
2198x627	2197.685476	627.1382601	Excitatory	E-14	PVT	-0.19
2198x656	2198.13057	655.8993131	Inhibitory	I-1	PVT	-0.19
2199x612	2199.094218	611.9282185	Endothelial 1		PVT	-0.19
2203x681	2202.628383	681.0776836	Excitatory	E-14	PVT	-0.19
2209x573	2209.222078	573.1041319	Excitatory	E-14	PVT	-0.19
2212x715	2211.524992	715.4419647	Astrocyte		PVT	-0.19
2217x664	2217.444254	664.4420524	Astrocyte		PVT	-0.19
2219x560	2219.392802	559.5936248	Astrocyte		PVH	-0.19
2221x538	2220.751027	538.3073633	Excitatory	E-18	PVH	-0.19
2224x680	2224.388122	679.7294205	Excitatory	E-14	PVT	-0.19
2227x660	2226.830009	659.870268	Astrocyte		PVT	-0.19
2230x606	2230.468841	605.5299353	Excitatory	E-16	PVT	-0.19
2232x712	2231.865236	711.8705769	Excitatory	E-14	PVT	-0.19
2241x685	2241.268604	685.0300531	Excitatory	E-14	PVT	-0.19
2242x623	2241.73764	622.5134168	Excitatory	E-14	PVT	-0.19
2240x540	2240.390856	540.2238274	Inhibitory	I-8	PVH	-0.19
2244x664	2243.927297	663.9734165	Excitatory	E-14	PVT	-0.19
2245x677	2244.583903	676.590842	Astrocyte		PVT	-0.19
2245x576	2245.276563	576.3231501	Inhibitory	I-2	PVH	-0.19
2246x608	2245.817552	607.7006315	Endothelial 1		PVT	-0.19
2246x706	2246.028373	706.2653344	Excitatory	E-14	PVT	-0.19
2253x712	2252.838966	712.304563	Astrocyte		PVT	-0.19
2254x558	2254.280631	557.9195628	Inhibitory	I-2	PVH	-0.19
2256x599	2256.242298	599.3224089	Excitatory	E-16	PVT	-0.19
2267x627	2267.027251	627.4507553	Astrocyte		PVT	-0.19
2284x702	2284.464617	702.2775865	Excitatory	E-14	PVT	-0.19
2287x627	2286.641439	626.7730614	Excitatory	E-14	PVT	-0.19
2308x564	2307.576638	563.5010215	Astrocyte		PVH	-0.19
2317x563	2317.474032	563.3516926	Excitatory	E-14	PVH	-0.19
2323x608	2323.372171	608.1023768	Astrocyte		PVH	-0.19
2330x543	2329.99211	542.5355871	Astrocyte		PVH	-0.19
2330x607	2330.087652	607.4228702	Astrocyte		PVH	-0.19
2332x598	2331.525606	598.1992838	Inhibitory	I-1	PVH	-0.19
2154x539	2154.431722	538.5173212	OD Immature 1		PVH	-0.19
2172x656	2171.540498	656.1693815	Astrocyte		PVT	-0.19
2179x717	2178.677738	716.782158	Astrocyte		PVT	-0.19
2189x548	2188.94608	547.5991282	Inhibitory	I-13	PVH	-0.19
2311x609	2310.710734	609.233127	Inhibitory	I-1	PVH	-0.19
2169x618	2168.738001	618.4989886	Astrocyte		PVT	-0.19
2177x676	2176.693761	676.3284774	Inhibitory	I-1	PVT	-0.19
2198x634	2198.312243	633.6833314	Excitatory	E-14	PVT	-0.19
2221x695	2221.248689	695.2851593	Excitatory	E-14	PVT	-0.19
2308x657	2307.885043	656.7068122	Inhibitory	I-21	PVT	-0.19
2308x601	2307.889922	600.5143801	Astrocyte		PVH	-0.19
2316x664	2315.977959	663.5144505	Astrocyte		PVT	-0.19
2205x581	2204.874547	580.7956101	Inhibitory	I-8	PVT	-0.19
2272x646	2271.630189	646.2030418	Inhibitory	I-1	PVT	-0.19
2313x679	2312.688777	678.7492772	Excitatory	E-14	PVT	-0.19
2153x719	2153.409277	719.4751511	Excitatory	E-9	PVT	-0.19
2155x674	2155.386041	673.5690718	Excitatory	E-14	PVT	-0.19
2186x712	2186.435706	711.8215098	Excitatory	E-14	PVT	-0.19
2187x617	2187.194126	617.4822572	Microglia		PVT	-0.19
2188x587	2187.555901	586.8752928	Astrocyte		PVT	-0.19
2224x640	2224.301498	639.5440388	Excitatory	E-14	PVT	-0.19
2231x625	2230.527426	624.9383679	Excitatory	E-14	PVT	-0.19
2236x648	2235.593993	648.3347105	Excitatory	E-14	PVT	-0.19
2247x623	2247.314421	622.7634984	Excitatory	E-19	PVT	-0.19
2248x655	2248.280244	654.7827973	Excitatory	E-14	PVT	-0.19
2262x700	2261.678463	699.8501412	Excitatory	E-14	PVT	-0.19
2267x572	2266.941082	571.5284017	Inhibitory	I-1	PVH	-0.19
2278x587	2277.76462	587.4065761	Inhibitory	I-1	PVH	-0.19
2304x694	2303.977711	693.6090783	Excitatory	E-14	PVT	-0.19
2308x720	2307.750843	719.5201576	Excitatory	E-14	PVT	-0.19
2313x697	2312.501554	696.6411307	OD Immature 1		PVT	-0.19
2327x668	2327.244186	668.0490862	Excitatory	E-14	PVT	-0.19
2331x580	2330.685432	579.5255824	Inhibitory	I-1	PVH	-0.19
2155x364	2154.513122	364.3400904	Excitatory	E-23	PVH	-0.19
2170x390	2169.621833	389.9068481	Inhibitory	I-16	PVH	-0.19
2175x444	2175.13886	444.2964182	Astrocyte		PVH	-0.19
2184x394	2184.179525	393.8545028	Excitatory	E-23	PVH	-0.19
2192x444	2191.926906	443.7187107	Inhibitory	I-16	PVH	-0.19
2192x519	2191.799513	518.9186866	OD Immature 1		PVH	-0.19
2195x433	2195.073333	433.0326351	Excitatory	E-23	PVH	-0.19
2195x493	2194.677034	493.2995589	Astrocyte		PVH	-0.19
2206x376	2205.586965	376.0678279	Excitatory	E-23	PVH	-0.19
2209x436	2208.912052	435.5473066	Astrocyte		PVH	-0.19
2213x398	2212.967727	398.1404164	Excitatory	E-16	PVH	-0.19
2218x428	2217.514564	427.880984	OD Mature 2		PVH	-0.19
2218x412	2218.466621	411.7856718	Inhibitory	I-4	PVH	-0.19
2225x380	2224.645958	380.4299641	Inhibitory	I-16	PVH	-0.19
2222x491	2222.263898	490.7649123	Endothelial 1		PVH	-0.19
2228x418	2227.902599	417.9912476	Inhibitory	I-16	PVH	-0.19
2231x457	2230.963918	456.7665725	OD Immature 1		PVH	-0.19
2234x393	2233.617874	393.3314169	Inhibitory	I-16	PVH	-0.19
2238x364	2238.148311	363.7731687	Astrocyte		PVH	-0.19
2243x372	2242.750118	371.7286609	Inhibitory	I-3	PVH	-0.19
2244x491	2244.417082	491.1263837	Excitatory	E-19	PVH	-0.19
2248x467	2247.803378	466.8322836	Inhibitory	I-16	PVH	-0.19
2247x506	2246.89051	506.3534989	Astrocyte		PVH	-0.19
2250x483	2249.835176	483.4682981	Excitatory	E-6	PVH	-0.19
2258x502	2257.525883	502.350025	Inhibitory	I-16	PVH	-0.19
2257x461	2256.784281	460.8530567	Excitatory	E-6	PVH	-0.19
2265x429	2264.784806	428.9331815	Astrocyte		PVH	-0.19
2265x519	2264.998035	518.8590011	Astrocyte		PVH	-0.19
2267x356	2267.145352	356.3922001	Inhibitory	I-16	PVH	-0.19
2277x449	2277.194086	449.1622387	OD Immature 1		PVH	-0.19
2281x469	2280.505819	469.0611218	Inhibitory	I-8	PVH	-0.19
2285x492	2285.385964	492.080964	Astrocyte		PVH	-0.19
2295x347	2294.537148	347.4829854	Excitatory	E-6	PVH	-0.19
2294x458	2293.993394	458.1730717	Inhibitory	I-25	PVH	-0.19
2300x350	2299.675253	350.2476568	Excitatory	E-11	PVH	-0.19
2306x478	2306.098388	477.8434158	Astrocyte		PVH	-0.19
2307x353	2306.700642	352.9450182	Inhibitory	I-25	PVH	-0.19
2313x382	2312.523968	382.0808449	Inhibitory	I-4	PVH	-0.19
2319x374	2319.314294	373.5324037	Inhibitory	I-7	PVH	-0.19
2323x441	2322.845963	441.0794765	Endothelial 3		PVH	-0.19
2330x369	2330.141735	368.5008837	Excitatory	E-24	PVH	-0.19
2332x454	2332.26167	453.986146	Excitatory	E-19	PVH	-0.19
2334x491	2333.672251	491.1483215	Excitatory	E-14	PVH	-0.19
2337x479	2336.596881	478.8821411	Inhibitory	I-2	PVH	-0.19
2163x370	2162.710148	370.1658668	Excitatory	E-23	PVH	-0.19
2164x513	2164.450894	512.8588234	Excitatory	E-23	PVH	-0.19
2214x348	2214.268953	347.8411744	Endothelial 1		PVH	-0.19
2235x467	2234.883594	466.708848	Excitatory	E-16	PVH	-0.19
2246x411	2246.32232	410.5334026	Inhibitory	I-16	PVH	-0.19
2266x420	2265.998256	420.4370282	Excitatory	E-16	PVH	-0.19
2265x349	2264.973242	349.2416486	Inhibitory	I-16	PVH	-0.19
2316x359	2316.348059	358.7145518	Excitatory	E-16	PVH	-0.19
2317x498	2317.29423	497.7509681	Inhibitory	I-10	PVH	-0.19
2334x384	2334.253285	384.2488637	Astrocyte		PVH	-0.19
2172x505	2171.803261	505.179117	Excitatory	E-23	PVH	-0.19
2185x371	2184.701603	370.6246655	Endothelial 3		PVH	-0.19
2191x479	2190.529954	478.7270096	Excitatory	E-16	PVH	-0.19
2201x464	2200.849785	463.5875769	Inhibitory	I-15	PVH	-0.19
2267x473	2266.539562	472.8324729	OD Mature 2		PVH	-0.19
2298x376	2297.582258	375.8870192	Inhibitory	I-10	PVH	-0.19
2237x419	2236.929584	419.0283948	Inhibitory	I-16	PVH	-0.19
2332x518	2332.355204	517.9535163	Astrocyte		PVH	-0.19
2199x339	2198.598148	339.3626858	Inhibitory	I-3	PVH	-0.19
